,Text1,Text2,label
6756,"[10882, 17749, 59822, 10160, 10957, 117, 61802, 11008, 34597, 27008, 10162, 10950, 10226, 94230, 119, 102]","[17749, 14794, 59822, 10160, 61802, 11008, 119, 102]",2
6757,"[31617, 29761, 10134, 27997, 12373, 10261, 14819, 10347, 59822, 10160, 10146, 10105, 33786, 10108, 10435, 16711, 33525, 119, 102]","[63118, 11850, 10162, 31617, 29761, 119, 102]",2
6758,"[10357, 10111, 10226, 46175, 10107, 10309, 10115, 112, 188, 24210, 10160, 10105, 13277, 10108, 39063, 28088, 10667, 119, 102]","[10117, 46175, 10107, 10309, 10472, 10160, 13277, 10160, 10105, 39063, 28088, 10667, 119, 102]",0
6759,"[11505, 130, 120, 10193, 11250, 97736, 24258, 10253, 11703, 10140, 14299, 75621, 10304, 35050, 10242, 11149, 10237, 11924, 13620, 46503, 31162, 12572, 11569, 117, 10595, 10525, 10329, 10380, 10599, 11397, 10304, 10347, 44702, 10115, 42319, 11493, 15595, 43727, 15543, 80269, 39802, 10298, 119, 102]","[97736, 24258, 10253, 11703, 17799, 62961, 69248, 10136, 117, 11064, 11149, 10237, 11924, 46503, 14601, 59926, 11569, 119, 102]",0
6760,"[522, 92000, 554, 10227, 38288, 10405, 10277, 10387, 49048, 21411, 14689, 10234, 79590, 16962, 77652, 12184, 83633, 119, 102]","[514, 21657, 106921, 19544, 543, 30318, 69373, 11567, 546, 10405, 16246, 65120, 10205, 51941, 74707, 54840, 117, 16031, 19544, 56582, 10351, 106406, 10696, 23137, 19429, 549, 88504, 10513, 13523, 78779, 24306, 119, 102]",2
6761,"[13656, 19353, 117, 34055, 10230, 10950, 10160, 87894, 10454, 14657, 13264, 44623, 117, 13028, 11387, 17860, 20442, 43310, 17981, 11084, 10105, 78394, 10107, 117, 10319, 94090, 10114, 10105, 19868, 17392, 39735, 32464, 46179, 12904, 59043, 10108, 10105, 11192, 119, 102]","[10747, 28504, 10124, 169, 11436, 23658, 117, 10992, 85709, 10529, 14794, 21756, 10271, 119, 102]",1
6762,"[16777, 72504, 14383, 10107, 10309, 109769, 119, 102]","[11590, 11572, 72504, 14383, 10107, 10309, 109769, 119, 102]",0
6763,"[10117, 11132, 13877, 10108, 10105, 12748, 102810, 10169, 10105, 11760, 10108, 10105, 22024, 11324, 119, 102]","[32935, 22024, 17978, 10134, 21543, 10106, 10105, 11132, 10668, 10108, 10105, 12748, 119, 102]",0
6764,"[15595, 16312, 11942, 12723, 68144, 99737, 10107, 102]","[11723, 10124, 10192, 99737, 119, 102]",2
6765,"[12515, 23108, 19931, 51257, 10142, 17086, 10196, 10153, 52870, 11170, 56361, 46645, 10402, 10182, 15117, 25976, 10104, 149, 36175, 117, 29079, 72286, 10731, 117, 10125, 17216, 20262, 10162, 17086, 11719, 117, 10125, 13815, 14021, 81848, 10127, 41001, 10104, 15595, 25201, 11181, 10104, 14329, 10127, 14453, 193, 11528, 12089, 35275, 10104, 26031, 24826, 119, 102]","[10224, 11491, 10127, 23108, 10196, 51257, 10142, 17086, 113, 23104, 15587, 10220, 10109, 86847, 114, 119, 102]",0
6766,"[138, 18066, 10104, 10198, 76456, 14118, 10810, 10104, 10139, 23486, 29347, 10129, 10104, 10182, 16304, 84057, 20288, 10403, 117, 10104, 46055, 13856, 10196, 10106, 41025, 10415, 10121, 10182, 65302, 71292, 16252, 10376, 56907, 119, 102]","[35555, 10113, 28775, 10104, 19331, 55537, 10543, 10104, 10119, 31780, 119, 102]",0
6767,"[11023, 12257, 177, 10149, 93161, 10189, 10111, 189, 10237, 177, 93161, 10146, 169, 10879, 10162, 15127, 17293, 84532, 10105, 13114, 23476, 13450, 10189, 10134, 30181, 10105, 22185, 19918, 10106, 17446, 27657, 10134, 10105, 13114, 23476, 13450, 11023, 12257, 177, 75980, 22094, 177, 75980, 22094, 10271, 10134, 169, 24848, 16903, 10111, 177, 13446, 10114, 12888, 10105, 18379, 10117, 77601, 169, 20969, 10108, 13990, 36390, 10111, 10689, 10374, 10531, 18167, 102]","[146, 92147, 10105, 13114, 23476, 13450, 10841, 146, 10134, 11769, 118, 10855, 118, 12898, 119, 102]",1
6768,"[528, 12753, 47767, 22789, 546, 117, 14816, 36313, 69864, 27159, 22134, 13686, 28465, 71697, 117, 80948, 549, 543, 16318, 558, 40917, 54701, 55903, 10387, 10752, 21674, 12012, 119, 102]","[82603, 10191, 69864, 27159, 22134, 546, 558, 30318, 92157, 44497, 38509, 117, 558, 30318, 92157, 19322, 549, 86656, 119, 102]",0
6769,"[28941, 10330, 72812, 10138, 38516, 69488, 102405, 13264, 11037, 117, 101833, 12589, 11471, 40849, 117, 10294, 10761, 10116, 100431, 14266, 10414, 24824, 13412, 10116, 119, 102]","[11741, 10761, 10116, 10414, 14266, 24824, 13412, 10116, 15180, 10116, 22944, 13201, 25277, 119, 102]",1
6770,"[10357, 20694, 10142, 169, 14316, 10106, 72445, 119, 102]","[102777, 10336, 117, 10261, 52072, 10105, 72445, 119, 102]",1
6771,"[25148, 14971, 28581, 10115, 90844, 49869, 10147, 10361, 16354, 10116, 10793, 63763, 10174, 81996, 74458, 86119, 10129, 119, 102]","[89762, 11163, 85133, 12538, 10104, 16054, 83972, 28113, 10165, 119, 102]",0
6772,"[10915, 10129, 119, 119, 119, 146, 16938, 112, 188, 21852, 119, 102]","[146, 10392, 10472, 62452, 119, 102]",0
6773,"[10747, 20575, 10114, 12253, 55458, 81619, 10124, 10472, 35024, 29622, 119, 102]","[10377, 112, 187, 35024, 29622, 10105, 20575, 10114, 12253, 55458, 81619, 119, 102]",2
6774,"[141, 19733, 30713, 12146, 36786, 45408, 76693, 13621, 26398, 26873, 10305, 175, 34871, 17053, 10136, 28959, 10138, 51295, 18285, 86649, 90844, 19314, 20125, 60503, 61716, 69160, 10143, 117, 33705, 10853, 193, 87902, 41333, 12637, 46503, 20267, 76936, 87141, 119, 102]","[232, 11140, 11572, 61716, 17641, 10226, 16219, 86119, 57493, 261, 58764, 16285, 26446, 10561, 90844, 10116, 27786, 10123, 43711, 10991, 119, 102]",1
6775,"[1397, 31287, 79790, 18427, 43102, 31287, 111424, 16000, 43102, 37022, 65979, 53123, 49097, 26027, 111435, 81831, 22765, 102269, 53123, 39901, 111427, 111418, 62904, 80814, 111428, 49512, 1451, 30011, 31904, 31256, 31287, 79790, 28767, 16000, 111434, 46856, 75890, 22765, 22598, 20503, 22598, 54633, 31287, 54699, 28767, 28220, 44334, 46856, 55593, 54699, 102]","[1450, 16000, 100256, 46856, 101983, 31256, 31287, 79790, 31256, 111429, 49097, 111424, 16000, 43102, 111431, 100631, 80814, 111428, 49512, 80814, 62914, 22598, 80420, 46856, 111428, 19197, 111435, 17405, 84307, 18260, 111431, 111424, 30011, 53936, 111420, 20507, 28767, 55593, 111424, 22765, 102269, 53123, 111431, 49292, 68758, 31904, 67390, 111432, 49292, 20507, 19197, 75890, 22765, 22598, 20503, 22598, 54633, 31287, 102]",2
6776,"[18753, 10127, 20352, 10124, 12864, 117, 10940, 13028, 10944, 10379, 49725, 169, 10549, 11640, 119, 102]","[11340, 10944, 49725, 169, 10549, 11640, 10106, 18753, 10127, 20352, 119, 102]",0
6777,"[24781, 117, 10841, 146, 10134, 20442, 12089, 117, 146, 19034, 10374, 119, 119, 119, 119, 107, 16073, 65390, 112, 188, 109130, 11178, 20165, 119, 102]","[10117, 72028, 10134, 10464, 16073, 10374, 32240, 48329, 10108, 13465, 119, 102]",1
6778,"[125, 25848, 10142, 13697, 12352, 10908, 119, 102]","[11723, 10124, 11598, 25848, 10108, 26133, 10142, 13697, 12352, 10908, 119, 102]",0
6779,"[11340, 10108, 11345, 117, 25100, 10165, 40564, 17021, 117, 10374, 40830, 67603, 13315, 10162, 10708, 10551, 19515, 119, 102]","[10117, 25100, 10165, 40564, 17021, 10464, 10134, 33264, 119, 102]",2
6780,"[10111, 189, 10237, 177, 21852, 12976, 33338, 10124, 10841, 177, 13059, 10950, 11155, 102]","[13646, 10134, 169, 10139, 99447, 10112, 11192, 119, 102]",0
6781,"[451, 156, 37663, 10123, 17866, 465, 111052, 24739, 56180, 10649, 469, 12526, 31546, 79760, 11338, 23937, 10649, 37738, 30902, 10358, 17866, 469, 34359, 19491, 42336, 71291, 10487, 465, 84236, 59595, 15177, 11338, 79885, 10781, 96114, 85422, 29708, 483, 26717, 111052, 25833, 119, 102]","[451, 156, 37663, 10123, 17866, 10781, 45702, 31693, 19531, 11799, 483, 15233, 41246, 91123, 31647, 476, 33524, 119, 102]",1
6782,"[13028, 16938, 112, 188, 27874, 10271, 112, 187, 169, 10349, 45084, 10368, 102]","[11065, 10301, 71869, 10271, 11337, 10347, 169, 10349, 45084, 10368, 102]",2
6783,"[10159, 14932, 10104, 84277, 10196, 10121, 117, 10110, 11389, 117, 10192, 10126, 15166, 92404, 10285, 92795, 11822, 10110, 10119, 16398, 15855, 169, 10119, 19107, 47742, 10133, 10104, 92795, 11822, 90316, 10107, 193, 21053, 68265, 10107, 10110, 10119, 16398, 22251, 119, 102]","[11518, 38439, 11822, 10212, 22238, 13917, 10192, 22536, 10126, 15166, 92304, 62932, 35537, 10795, 48897, 10125, 54645, 119, 102]",0
6784,"[146, 10374, 10151, 18568, 27949, 10142, 10189, 46863, 10106, 10105, 18638, 10189, 10435, 10105, 41506, 10107, 11823, 31763, 60390, 117, 10319, 103384, 60440, 14794, 12149, 10106, 10485, 69954, 119, 102]","[103384, 60440, 12899, 12149, 64301, 10345, 93461, 10106, 10485, 69954, 119, 102]",1
6785,"[15946, 11084, 13877, 10108, 11900, 117, 10259, 20030, 17354, 10901, 10301, 12694, 117, 10111, 10105, 15293, 10124, 58217, 21586, 10142, 45749, 11345, 10741, 117, 52703, 10105, 17920, 117, 10111, 14293, 18444, 31084, 48126, 119, 102]","[10117, 13194, 10124, 25360, 10142, 10992, 10108, 10105, 59252, 10108, 12694, 10106, 20030, 17354, 10165, 15300, 119, 102]",2
6786,"[112, 14820, 146, 15329, 169, 69423, 136, 112, 102]","[14820, 13028, 13086, 10911, 10151, 10196, 77202, 136, 102]",1
6787,"[52896, 10301, 10379, 18839, 10106, 14161, 16691, 10111, 62893, 35954, 10822, 25880, 119, 102]","[11723, 10124, 10192, 43847, 10142, 23829, 119, 102]",2
6788,"[11182, 40813, 18004, 299, 47279, 27258, 40813, 54382, 28851, 15686, 17819, 12072, 40813, 16895, 16996, 60105, 22916, 74275, 10447, 40813, 12072, 40813, 54382, 10417, 28296, 49309, 12393, 10792, 20105, 22400, 172, 38259, 12552, 15341, 27402, 16591, 102]","[81621, 22400, 18643, 45438, 18429, 10350, 193, 17105, 53575, 15341, 119, 102]",0
6789,"[37450, 72994, 117, 479, 440, 21183, 15177, 16146, 32267, 10358, 479, 437, 76597, 14669, 24739, 54837, 10484, 441, 29223, 16853, 76423, 50116, 468, 19329, 90678, 45702, 20146, 18015, 48884, 10781, 11099, 465, 16146, 44612, 52861, 10356, 455, 25833, 25477, 10470, 452, 14669, 19582, 111053, 68869, 21263, 89759, 10470, 74539, 10484, 456, 19401, 98356, 22315, 13494, 130, 131, 10197, 33413, 119, 102]","[451, 452, 19582, 95624, 44055, 44306, 10484, 10470, 452, 14669, 19582, 111053, 68869, 21263, 89759, 456, 79511, 16146, 21263, 34448, 74539, 10484, 456, 19401, 98356, 22315, 113, 143, 11490, 85771, 114, 14711, 12446, 468, 108350, 30618, 12649, 11068, 58317, 17420, 29223, 12526, 111053, 18219, 22520, 19405, 10487, 10781, 15367, 23514, 102587, 119, 102]",2
6790,"[10357, 10374, 14794, 24666, 18322, 119, 102]","[10117, 28219, 10261, 10374, 15109, 10374, 13858, 11206, 119, 102]",1
6791,"[48511, 181, 64208, 10133, 11471, 10440, 28532, 13744, 26988, 10537, 117, 11735, 87480, 11037, 77203, 29820, 15149, 11471, 48690, 51892, 10116, 11471, 30822, 10775, 119, 102]","[11959, 189, 12577, 11859, 51892, 10116, 11471, 10773, 68144, 10153, 81111, 10775, 15694, 64208, 10280, 76034, 18696, 102]",0
6792,"[75121, 16060, 117, 558, 76475, 70797, 14847, 53541, 10191, 117, 10387, 98425, 558, 61481, 10179, 117, 14816, 10868, 543, 30318, 68070, 10510, 62990, 12112, 47520, 104210, 10191, 16174, 117, 25884, 10297, 30604, 46288, 23807, 78331, 117, 11279, 12709, 54288, 10439, 55903, 10385, 73899, 54841, 11579, 10332, 10297, 118, 557, 11240, 12268, 47520, 104210, 10191, 16174, 119, 102]","[21497, 23807, 78331, 14346, 558, 76475, 70797, 53541, 10191, 117, 16031, 10868, 543, 30318, 68070, 10510, 62990, 12112, 59007, 16174, 117, 11279, 10387, 53869, 10593, 46288, 73899, 54841, 14614, 117, 16362, 10277, 546, 10297, 77954, 10517, 10297, 118, 78405, 119, 102]",0
6793,"[11696, 23819, 34135, 10111, 21288, 43084, 107, 20136, 58768, 37026, 10336, 119, 102]","[20136, 12415, 10689, 16938, 112, 188, 28236, 34135, 10111, 21288, 119, 102]",0
6794,"[11065, 10944, 17860, 15349, 117, 31695, 117, 10111, 11697, 10106, 32699, 117, 10114, 11324, 10473, 11003, 119, 102]","[11723, 10301, 11299, 10798, 19261, 10106, 32699, 10146, 11206, 119, 102]",1
6795,"[1397, 53936, 62914, 18427, 55593, 20507, 58264, 37022, 55593, 28767, 28220, 44334, 80420, 66845, 18427, 111431, 18427, 26027, 111435, 49292, 102]","[1397, 53936, 62914, 18427, 55593, 20507, 58264, 28767, 22765, 43102, 19197, 49097, 65979, 28767, 28220, 44334, 49097, 65979, 100145, 38999, 19197, 102]",0
6796,"[11469, 19261, 10940, 16004, 48546, 10124, 10472, 14579, 117, 45567, 10901, 10894, 10347, 17468, 10114, 16868, 12566, 38200, 117, 10111, 33370, 12566, 38200, 18444, 10336, 10114, 10105, 40582, 10108, 10105, 20588, 10115, 12566, 11787, 119, 102]","[12277, 16004, 48546, 10124, 10472, 14579, 117, 45567, 10901, 11337, 16868, 12566, 38200, 119, 102]",0
6797,"[10576, 88646, 11143, 15793, 10280, 13028, 10944, 93274, 10114, 10105, 60531, 10108, 14287, 80147, 12476, 117, 10940, 10105, 14015, 94071, 21743, 10263, 92147, 10105, 157, 103859, 10115, 11277, 24278, 10474, 11264, 42153, 21700, 10686, 119, 102]","[10117, 60531, 10108, 14287, 80147, 12476, 10301, 11898, 47418, 10111, 13028, 25259, 93274, 10114, 10271, 119, 102]",2
6798,"[26037, 112, 10143, 10206, 112, 187, 42213, 68971, 14087, 119, 102]","[26037, 112, 10143, 10206, 112, 187, 42213, 10134, 21610, 18064, 14087, 119, 102]",1
6799,"[146, 34420, 112, 188, 15329, 10271, 10160, 10105, 10635, 119, 107, 10117, 18957, 81708, 49906, 10162, 10957, 169, 16745, 117, 10142, 10271, 64676, 10114, 35905, 10189, 18830, 119, 11474, 16050, 85128, 10111, 10105, 24699, 10309, 10135, 26391, 56783, 18873, 119, 102]","[10377, 10134, 101330, 10189, 18830, 119, 11474, 16050, 85128, 10111, 10105, 24699, 10374, 10151, 63879, 102]",1
6800,"[138, 26639, 10108, 10105, 22274, 112, 187, 18245, 117, 10106, 18923, 117, 10124, 59185, 117, 28357, 10142, 18568, 37933, 10106, 31084, 102443, 117, 24518, 117, 10111, 10684, 19639, 10108, 12185, 10189, 23829, 11760, 10114, 17368, 10798, 36931, 10111, 12639, 10345, 10142, 37933, 50901, 119, 102]","[63722, 26666, 17425, 10111, 23829, 10104, 63592, 48016, 10135, 10105, 22274, 112, 187, 18245, 119, 102]",1
6801,"[12222, 19353, 10271, 112, 187, 10435, 11222, 10105, 101328, 16405, 46484, 13315, 11607, 10108, 10602, 118, 14318, 117, 10169, 10474, 24172, 118, 18245, 14154, 117, 10111, 10135, 32216, 10105, 60531, 10345, 10146, 13301, 10146, 10105, 15331, 15460, 13546, 10301, 28357, 26482, 10114, 11284, 66390, 10189, 11940, 119, 102]","[10117, 24172, 118, 18245, 14154, 10301, 12558, 35858, 10368, 10111, 13250, 32413, 10350, 119, 102]",1
6802,"[11255, 14213, 10123, 57085, 10336, 11345, 41163, 12419, 90879, 10454, 117, 17122, 52159, 10454, 119, 102]","[11255, 14213, 10123, 12172, 10472, 11408, 10165, 10114, 57085, 11345, 10160, 10435, 119, 102]",2
6803,"[29981, 10206, 11189, 101439, 19139, 117, 10153, 24240, 183, 24290, 41762, 21599, 10164, 10547, 193, 10153, 61660, 193, 10153, 21438, 10261, 14220, 41762, 10164, 17727, 77743, 10125, 63256, 28841, 16085, 10104, 10109, 39327, 60897, 10104, 10109, 12320, 119, 102]","[30267, 75124, 12418, 67297, 10107, 10183, 10125, 18345, 48672, 10127, 13137, 119, 102]",1
6804,"[10345, 11023, 12257, 62136, 10111, 10189, 112, 187, 12976, 177, 23763, 13028, 112, 22469, 13028, 112, 22469, 10347, 13028, 112, 22469, 10347, 10380, 13172, 18322, 11898, 10142, 10271, 10146, 13028, 15329, 18757, 12373, 13028, 21852, 169, 19826, 10108, 82808, 39429, 11405, 24682, 10189, 17293, 41549, 11345, 10111, 10111, 28780, 45726, 10473, 10271, 112, 187, 12373, 13028, 112, 10323, 10590, 11155, 102]","[18267, 21528, 10798, 33700, 11084, 17293, 112, 23802, 16871, 119, 102]",1
6805,"[10358, 12810, 40935, 10487, 71480, 480, 29337, 38166, 11150, 17866, 469, 16853, 61399, 64089, 12526, 476, 103184, 11476, 484, 12526, 63188, 11068, 31796, 18532, 47664, 58046, 36956, 12311, 70887, 24739, 64954, 102]","[447, 13140, 23514, 68869, 43905, 31712, 20864, 37738, 34518, 94355, 10358, 484, 12526, 63188, 465, 14669, 79801, 11068, 468, 19329, 62913, 47664, 27543, 119, 102]",0
6806,"[61912, 10219, 10305, 45343, 66101, 117, 79471, 15546, 20227, 17532, 119, 102]","[48691, 26635, 183, 52117, 10549, 84995, 63279, 10710, 36803, 90844, 11499, 17629, 12583, 28324, 15546, 20227, 17532, 119, 102]",1
6807,"[10117, 28436, 12474, 50059, 10107, 36110, 10189, 20950, 19285, 16065, 10114, 10105, 14204, 119, 102]","[68408, 19285, 13301, 10188, 10105, 14204, 119, 102]",2
6808,"[10377, 10393, 12325, 10146, 169, 87208, 10142, 10105, 59181, 118, 45379, 117, 10105, 76020, 21899, 91893, 117, 11872, 10107, 117, 10111, 22424, 11894, 113, 13028, 10944, 12888, 10105, 84480, 10108, 10455, 33638, 10115, 10908, 10106, 10105, 11859, 31285, 26215, 114, 119, 102]","[10117, 87208, 10134, 12183, 10155, 10105, 22424, 11894, 10106, 16628, 10884, 119, 102]",1
6809,"[10210, 11437, 10677, 752, 10566, 81435, 22973, 10502, 28811, 14615, 38508, 106691, 10289, 28811, 10210, 105312, 788, 47814, 11091, 10560, 781, 36334, 10382, 13258, 10216, 787, 54720, 37056, 10210, 777, 105772, 776, 31388, 787, 99744, 20813, 38508, 11705, 13604, 119, 102]","[28811, 10210, 105312, 788, 47814, 11091, 59901, 10700, 38058, 85397, 752, 28627, 787, 99744, 37091, 10673, 12949, 19077, 47758, 785, 95224, 10502, 29281, 13879, 54237, 14472, 11341, 21888, 92313, 15470, 11852, 13879, 31092, 41484, 10673, 49454, 11870, 10289, 777, 105772, 776, 31388, 788, 25563, 16506, 12949, 94119, 59901, 10700, 38058, 85397, 752, 791, 92369, 764, 111171, 31520, 18562, 53691, 59901, 20623, 51731, 119, 102]",2
6810,"[454, 15233, 41246, 12526, 37864, 76597, 21263, 14388, 14506, 29604, 465, 29223, 25099, 117, 483, 14669, 23514, 34359, 105268, 480, 42881, 12526, 66997, 16636, 474, 13140, 15751, 111052, 29337, 68946, 42341, 11698, 487, 110244, 10356, 483, 14669, 52216, 25477, 53902, 473, 34335, 16146, 19582, 29223, 20415, 10358, 40279, 25984, 11068, 480, 13140, 17762, 70159, 21561, 10487, 57303, 465, 42881, 24857, 481, 47664, 19531, 23383, 10649, 473, 34335, 16146, 19582, 29223, 14840, 119, 102]","[456, 29223, 17302, 16146, 83494, 14506, 465, 29223, 25099, 469, 58046, 21183, 96368, 467, 12526, 112, 22289, 119, 102]",0
6811,"[852, 18187, 12512, 62010, 12213, 22022, 10977, 12213, 12878, 88547, 55313, 13286, 889, 27391, 68481, 10569, 15134, 14117, 96597, 35872, 11072, 867, 11714, 11845, 16791, 10569, 32087, 852, 18187, 89652, 16208, 851, 13432, 17110, 95579, 13220, 44252, 11716, 920, 102]","[852, 18187, 896, 49604, 15552, 22022, 70811, 11497, 10412, 50050, 11267, 55190, 101841, 27694, 29784, 61809, 13525, 24562, 105556, 11549, 13286, 21547, 96597, 32824, 10914, 38150, 11072, 867, 11714, 11845, 16791, 10569, 920, 102]",0
6812,"[12277, 10271, 10374, 50939, 10336, 11178, 10798, 10106, 10105, 12469, 10551, 20750, 17427, 10108, 16430, 10230, 10602, 69847, 65937, 10106, 10105, 14589, 27238, 177, 27874, 177, 10894, 10529, 20648, 83435, 42536, 10571, 10111, 10374, 169, 59039, 13939, 102]","[10377, 112, 187, 10347, 10336, 25212, 36796, 119, 102]",2
6813,"[10377, 10124, 10472, 169, 48886, 117, 16106, 117, 10189, 10883, 82376, 12349, 10262, 25080, 10105, 18167, 10908, 10106, 25410, 112, 187, 25474, 11244, 26054, 119, 12689, 10105, 14932, 10189, 12277, 10105, 10104, 21146, 27463, 10741, 10135, 11012, 10261, 112, 172, 10347, 18020, 169, 10287, 10482, 46666, 118, 13255, 23410, 10124, 10379, 117, 10114, 23763, 10105, 16298, 117, 12229, 118, 10262, 48854, 119, 102]","[10117, 18638, 10189, 10105, 10104, 21146, 10894, 11424, 10106, 13255, 10124, 38136, 171, 12337, 119, 102]",0
6814,"[898, 101841, 81108, 882, 93215, 11497, 11081, 11186, 893, 14018, 57381, 889, 78530, 105794, 16654, 10569, 15134, 76176, 11072, 78594, 19255, 886, 18438, 14334, 16654, 10569, 920, 102]","[898, 101841, 81108, 882, 93215, 105794, 15778, 17110, 10532, 38207, 889, 78530, 105794, 16791, 10569, 102]",2
6815,"[3976, 3405, 3816, 10064, 100, 10064, 3976, 3898, 2196, 5718, 2774, 3354, 4380, 15007, 10064, 4380, 7802, 2246, 2204, 5435, 6033, 2339, 7724, 2179, 7590, 2213, 6038, 7724, 3442, 4039, 7906, 4579, 5718, 6329, 3169, 102]","[3378, 3789, 4639, 2259, 2110, 2072, 2774, 5435, 6033, 6038, 7724, 2179, 3442, 4039, 7906, 4579, 1882, 102]",0
6816,"[113, 20452, 21133, 10105, 68930, 13051, 32432, 117, 10319, 10198, 45565, 13149, 10189, 26545, 12149, 169, 16118, 119, 114, 102]","[160, 39187, 10237, 10198, 45565, 13149, 10189, 10105, 26545, 12149, 169, 14064, 119, 102]",2
6817,"[872, 31222, 15658, 853, 14334, 38150, 10532, 889, 42263, 53271, 11081, 882, 59342, 64162, 19444, 98440, 11208, 899, 15778, 14018, 10977, 889, 99007, 19346, 32629, 11714, 13671, 28466, 20691, 69182, 41009, 11081, 64566, 13432, 882, 59342, 64162, 16192, 98440, 11208, 899, 15778, 14018, 920, 102]","[889, 99007, 889, 56523, 13841, 17110, 50419, 11072, 852, 45470, 16791, 57865, 13537, 899, 15778, 14018, 920, 102]",2
6818,"[177, 14794, 22391, 10114, 13065, 15127, 51598, 13448, 102]","[146, 10529, 10435, 10108, 15127, 23595, 18195, 11847, 119, 102]",2
6819,"[10111, 183, 10237, 77146, 10157, 10111, 11059, 13446, 10114, 17111, 102]","[10117, 23247, 11436, 23627, 17313, 70157, 10911, 10114, 18577, 10114, 10105, 49704, 10230, 11388, 10108, 17111, 119, 102]",1
6820,"[11206, 10189, 112, 187, 13448, 12373, 189, 10237, 10464, 11940, 10271, 112, 22469, 10347, 16222, 10157, 10111, 10105, 13451, 11940, 10271, 112, 22469, 10347, 10978, 44812, 17544, 177, 41549, 13028, 12976, 10111, 189, 10237, 102]","[10117, 23509, 10124, 15910, 10106, 10105, 12449, 14197, 10435, 10105, 10635, 117, 10271, 112, 187, 29152, 119, 102]",2
6821,"[13028, 112, 172, 10347, 171, 29948, 10157, 12277, 13028, 54399, 11345, 10473, 11178, 14132, 20575, 10271, 12976, 10124, 10271, 42816, 13397, 10192, 177, 112, 181, 10472, 11850, 10189, 177, 12820, 19556, 21408, 14624, 15495, 10189, 10192, 11355, 10114, 13028, 10678, 76456, 11405, 13086, 169, 11356, 34768, 18583, 10142, 10435, 10105, 56126, 10107, 10189, 13028, 112, 10323, 20378, 10111, 11023, 12257, 11951, 112, 10323, 20378, 56126, 10107, 10473, 11951, 112, 10323, 10472, 20378, 12883, 10105, 10160, 87015, 17285, 10689, 112, 10323, 20378, 10111, 11951, 17367, 10114, 11387, 11044, 10149, 10189, 10379, 13028, 21852, 102]","[146, 11387, 22641, 10146, 11859, 80092, 117, 10473, 11951, 10301, 49552, 10188, 169, 12558, 13486, 41256, 119, 102]",1
6822,"[10117, 13215, 25194, 10708, 13483, 10245, 10662, 40445, 101492, 117, 10841, 44929, 10108, 10105, 43612, 10269, 112, 187, 17306, 72256, 10105, 103170, 112, 187, 56221, 14942, 119, 102]","[10117, 56221, 34420, 112, 188, 30587, 10106, 43612, 16272, 117, 10111, 42296, 10135, 10105, 103170, 119, 102]",2
6823,"[11696, 14030, 10114, 12962, 10106, 10105, 66676, 12808, 10112, 11607, 10108, 101459, 117, 14293, 24109, 62800, 108815, 10107, 10114, 20599, 119, 102]","[15785, 10689, 17603, 13301, 14942, 10188, 10105, 11584, 117, 10105, 24109, 62800, 108815, 10107, 10309, 19540, 169, 54214, 10635, 119, 102]",1
6824,"[183, 10237, 26506, 10147, 11206, 189, 10237, 177, 65000, 112, 188, 10142, 11152, 27949, 10529, 14794, 30181, 19556, 10681, 61047, 15471, 10336, 10978, 12485, 10106, 10105, 17995, 10188, 10188, 10105, 10105, 10315, 11074, 102]","[146, 16938, 112, 188, 15329, 61047, 15471, 10336, 10978, 10684, 17995, 18204, 119, 102]",1
6825,"[13497, 10109, 54910, 13212, 10127, 35635, 193, 10125, 68431, 11130, 10443, 38384, 10133, 10795, 49236, 10341, 104951, 10133, 10110, 10125, 20989, 117, 53704, 10216, 10109, 39177, 10186, 10104, 22550, 63450, 117, 33799, 58743, 113, 15734, 119, 102]","[10657, 41413, 46055, 39177, 10110, 22550, 63450, 119, 102]",2
6826,"[138, 12008, 10108, 10105, 10893, 16470, 118, 14095, 39486, 10108, 10105, 10536, 14906, 50679, 14197, 11457, 10106, 10287, 10482, 11388, 117, 15536, 15709, 13858, 10114, 102825, 89357, 10948, 13501, 10111, 15034, 23579, 10114, 15217, 32949, 10105, 11683, 112, 187, 13448, 10114, 28101, 14446, 36627, 119, 102]","[15536, 15709, 10134, 14078, 10491, 12403, 10855, 36390, 10106, 10287, 10482, 119, 102]",1
6827,"[21547, 865, 17110, 57203, 15837, 10826, 898, 46354, 75315, 852, 49096, 15778, 852, 33555, 17798, 34829, 884, 65469, 11072, 10977, 80368, 887, 13537, 15168, 117, 50715, 80368, 887, 13537, 15168, 15134, 885, 41937, 20429, 16940, 12213, 852, 14242, 102]","[27582, 10238, 13062, 11252, 29983, 39864, 10126, 34778, 53770, 15190, 10201, 22619, 10126, 26219, 10238, 28335, 12892, 32398, 10237, 11614, 12871, 102]",2
6828,"[28140, 10662, 11951, 92174, 15198, 11426, 117, 11951, 17367, 10114, 13574, 50879, 10114, 76863, 11345, 119, 102]","[14235, 12899, 29597, 10135, 169, 23627, 10142, 12902, 31725, 11084, 10105, 35688, 10689, 10374, 10142, 45218, 10230, 10105, 12956, 119, 102]",1
